case_id,date,court_level,language,client_type,user_query,severity_score,primary_category
PK-FSD-2023-0970,2023-01-03,High Court,Urdu,Individual,Our employer is paying us less than the government-mandated minimum wage in Punjab. Can we report this to the labor inspector?,5.65,Labor
PK-FSD-2024-0091,2025-05-21,District Court,English,NGO,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.66,Criminal
PK-KHI-2024-0170,2022-04-17,District Court,Urdu,Individual,I was terminated from my factory job without any notice or payment of dues. Where can I file a complaint for reinstatement and gratuity?,,Labor
PK-LHR-2022-0272,2025-12-10,District Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,7.4,Family
PK-LHR-2024-0346,2023-02-15,District Court,Urdu,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,4.26,Family
PK-ISB-2026-0075,2022-01-21,District Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,6.99,Family
PK-MUX-2024-0954,2023-05-28,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.4,Criminal
PK-FSD-2022-0324,2025-12-12,District Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,5.79,Property
PK-RWP-2022-0794,2025-04-27,District Court,English,Corporate,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,7.2,Criminal
PK-ISB-2024-1157,2024-10-25,High Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,8.7,Family
PK-FSD-2025-0056,2023-06-15,High Court,Urdu,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,5.99,Property
PK-RWP-2025-1158,2024-12-07,Supreme Court,English,NGO,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,7.18,Family
PK-MUX-2026-0087,2024-08-20,District Court,English,Individual,I want to know the legl share of daughters in the inheritance of their late father's proprty under Islamic law.,6.39,Family
PK-MUX-2026-0107,2024-02-18,Supreme Court,Urdu,Corporate,The company is refusing to pay maternity leave benefits to a female employee. What legal actions can we take?,,Labor
PK-FSD-2024-0236,2023-11-07,District Court,Urdu,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,3.57,Family
PK-MUX-2023-0498,2024-04-29,High Court,Urdu,Individual,The company is refusing to pay maternity leave benefits to a female employee. What legal actions can we take?,4.45,Labor
PK-KHI-2024-0782,2025-09-17,District Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,7.46,Property
PK-ISB-2025-0523,2025-10-27,District Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,,Property
PK-KHI-2026-1028,2025-09-21,District Court,English,Individual,"I want to sublet a portion of my rented shop, but the landlord is objecting despite our oral agreement. What does the law say?",5.74,Tenant
PK-FSD-2026-0357,2026-03-13,District Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,5.65,Family
PK-RWP-2025-0269,2023-01-03,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.66,Criminal
PK-FSD-2025-0461,2024-05-03,Supreme Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,8.54,Criminal
PK-LHR-2025-0074,2023-10-28,District Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,2.86,Family
PK-FSD-2025-0059,2026-04-26,District Court,Urdu,Corporate,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,9.67,Criminal
PK-KHI-2023-0849,2023-01-15,District Court,Urdu,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,,Criminal
PK-LHR-2022-0877,2025-01-05,District Court,Urdu,Individual,Our employer is paying us less than the government-mandated minimum wage in Punjab. Can we report this to the labor inspector?,5.77,Labor
PK-MUX-2025-0492,2024-01-05,District Court,Urdu,Individual,A private hospital charged us excessively and committed medical negligence during a surgery. Where do we complain?,4.09,Consumer
PK-MUX-2024-1035,2024-07-26,District Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,10.0,Criminal
PK-ISB-2025-1033,2025-10-20,District Court,English,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,6.78,Family
PK-MUX-2024-1075,2022-03-06,District Court,English,Individual,What are the legl rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,5.41,Family
PK-ISB-2024-1141,2024-04-01,District Court,Urdu,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,7.65,Family
PK-LHR-2022-0011,2022-11-10,District Court,Urdu,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,7.94,Criminal
PK-FSD-2023-0710,2023-02-27,District Court,English,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,6.25,Family
PK-ISB-2023-0227,2022-08-12,District Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,4.71,Family
PK-KHI-2025-1123,2026-03-03,District Court,English,NGO,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,4.63,Family
PK-MUX-2023-1088,2023-01-31,High Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,5.69,Family
PK-FSD-2024-0026,2024-07-20,District Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.12,Criminal
PK-RWP-2024-1057,2025-02-03,District Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,9.91,Criminal
PK-LHR-2022-1105,2026-04-13,High Court,Urdu,Individual,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,4.75,Family
PK-FSD-2023-0775,2022-05-23,High Court,Urdu,NGO,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,4.12,Family
PK-RWP-2025-0242,2022-07-06,High Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,9.11,Criminal
PK-FSD-2024-1154,2024-12-02,High Court,Urdu,NGO,An online store delivered a damaged mobile phone and is refusing a refund or replacement. How do I send them a legal notice?,5.97,Consumer
PK-RWP-2026-1066,2022-03-28,District Court,Urdu,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,5.45,Property
PK-ISB-2026-0961,2025-07-13,High Court,Urdu,Individual,"The rented house needs urgent structural repairs, but the landlord refuses to pay for maintenance. Can I deduct it from the rent?",6.59,Tenant
PK-FSD-2026-1134,2022-03-18,District Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.71,Property
PK-KHI-2025-0829,2023-07-30,High Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.16,Criminal
PK-FSD-2025-0379,2024-02-15,District Court,English,Corporate,The airline lost my luggage during a domestic flight and is offering very low compensation. Can I sue them in consumer court?,3.03,Consumer
PK-FSD-2022-0397,2024-03-21,High Court,English,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,8.62,Property
PK-FSD-2025-0733,2024-10-23,District Court,English,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,3.96,Family
PK-LHR-2025-1082,2024-04-14,District Court,Urdu,Government,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.11,Criminal
PK-RWP-2023-0676,2025-03-19,District Court,Urdu,Corporate,Can a gift deed (Hiba) of a house to a grandson be challenged in cort by other legl heirs?,,Property
PK-RWP-2022-0505,2022-07-10,District Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.42,Property
PK-LHR-2025-0783,2022-09-01,District Court,English,Individual,"The rented house needs urgent structural repairs, but the landlord refuses to pay for maintenance. Can I deduct it from the rent?",5.73,Tenant
PK-MUX-2026-0874,2023-08-29,District Court,Urdu,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,8.46,Criminal
PK-FSD-2022-0832,2024-10-10,District Court,English,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,5.8,Property
PK-MUX-2024-0784,2025-12-17,District Court,English,,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,9.17,Criminal
